index,linkPoster,name,role,time,content,content_img,linkPost,status
355,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,"Hi mn, mình hôm đi BKX có lỡ tương tư 1 bạn, nhỏ nhỏ xinh xinh mang áo trắng, quần short Caro, đeo túi màu xám, đi cùng một bạn nữ khác mặc áo đen, ko bk có phải của UED mình ko?",No picture,https://www.facebook.com/groups/ued.confessions/posts/2022649144917411/?__cft__[0]=AZXV_F07_btQqhUYZWEf9rUUkF3gLbf18ouhmODVubBnRob05nCIT7Hlcc6XITeYGc6TxIhjZQyhLigZkNkWt8JLfH-cIcw73Vh2XFyoOvCuNc5GohIxNzvu0jaRNCgPtnG9ja57DZAd-d_gt3CCuq25Ee0OBAcI3OGfZfAReC_DaXAqySUyOZR7yHiObU2Ci-QyaqTqhHFnAowy1cihmhUu-wgdLdVCHENSToF7YGf5VA&__tn__=%2CO%2CP-R,Success
356,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,Trường mình có CLB overthinking không vậy ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/2022400151608977/?__cft__[0]=AZVdgNqOQMXCktYbPos2sBVn-EQUzKjLQvJiF7AvdgZnxjuUGH8I7VfhfLKsX4xSkkN-H2br7ie2BUym3uffg0tGjiw1tfpZZx_G2kpDhy-EQ9de5EpfGbrneiWEp2pzCLN_hg5I-yrBlAX6lG0_VRHIzT8yUcrlCl7vaVKYqQnQfH560-FJHjztiOARuqZ2MbF9xMYvqic7rWGr3B-PxRQk0e5nmUTMJW0HKNKUXtZ3sg&__tn__=%2CO%2CP-R,Success
357,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,"Sao có mấy đứa ở trước mặt tử tế lắm mà khi không có mình là làm loạn với tâm cơ đến không ngờ. Mình mới năm nhất mà sốc quá, lúc trước hay nghe m.n nói thôi giờ gặp rồi.",No picture,https://www.facebook.com/groups/ued.confessions/posts/2022400081608984/?__cft__[0]=AZUIr14LYiuwVhzIoOJJaQUIYNt-GDbFAUTl3Wi0etXWYDA1Hm-A3_98FI4PZ4e-e2DqBVy_xVi0V1tX1gQhRRxQsFPlpuG-Cke9WwZHzRsDI7_l203_0vF7Rd7G6UAchcRCec0-KwW9lQQ5yyrUuXsTK19NJjvJPz3vad8K713xOnhpUqFFxgyjhqrS8SDkJ9JnHHjcKfzajLlmZ4P2S3RJvPPDCKZo9eE5lrOqLuiiTw&__tn__=%2CO%2CP-R,Success
358,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,Chiều mai có ai muốn đánh cầu lông ko ạ. Cho em đánh ké với ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/2022400041608988/?__cft__[0]=AZWQlF4aFChLy-tm1fZoPsZRat7rF50L_jlYHC-za3Jsmu7Us_FuO5t_de-UZRgOh3jCFRFRH77mImcgKXXxZgEJQCAeVK-qShnLcuiBFvWWPJZ9uzMMsdO5QXSfcCFhUwlhF16o7D0iSKbToZbGUmJCxTisTjIi7K7LhUfvbjeS3bT3FBTeGvz4__X-W_-7S7uOso9Ya6f1i4EAvOAbGdargpEuVyR1Yr0trVFsM-r-oA&__tn__=%2CO%2CP-R,Success
359,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,có bắt buộc phải tham gia các clb của trường không ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/2021979558317703/?__cft__[0]=AZWGFTauiIh_HtD4GhuZza85v_UgwAPe9fnOiVKTQmxdrXCiyqid8MMhzRdAWs-GMEkpBnC3JeXdMEmr6Isxn2F3HpRljsXhSw-5jo6EwCnDSTKGsjMAfn6Ull8KWOjHESoeCP5uu6JRoxcrkBLQ7QNXv-1lEaNTWMyRXKJvgRJL5fgxSYUTmELJR0RVu8ppgygno-jdHP6y1rMSfMMp-MogGsCOGoFbmBOjfQgKOFNhFg&__tn__=%2CO%2CP-R,Success
360,https://www.facebook.com/groups/1976889476160045/user/100038006084869/?__cft__[0]=AZXBYSYJVzuZLV1iRnU9LW2GjPrpFN6Y9xiFruQqrGH8dAVRBS38aJ2AG98Qg4NDSi5Msu1YhZzv2Q5gIF2l1H8uwiUltR9Dxee_4xs4W1GRQre4QjBK40IZcNPCOYnGGa1cWDNH31m4ccVYZa1XztlSWtR5U-YxKaWg757o-JbXg5UbpPRjy_8ebs2EzKgZdaA&__tn__=-UC%2CP-R,Nguyễn Thị Thu Hà,Thành viên,4 tháng 10,"TUYỂN DỤNG FREELANCER 
 Mô tả công việc:
Xử lý đơn hàng (không cần đến văn phòng) và được training tại home
Trực Page trên pancake - kiểm duyệt đơn hàng
Thu nhập:
Lương cơ bản 8tr + doanh thu
Lương parttime 5tr + doanh thu
 Thời gian làm việc linh hoạt ( rảnh làm bận nghỉ ).
Yêu cầu:
Ưu tiên ứng viên có kinh nghiệm làm nhân viên bán hàng, trực page, bán hàng online, hoặc các lĩnh vực bán lẻ
Nhanh nhẹn, chăm chỉ, cầu tiến, ko có kinh nghiệm sẽ được đào tạo
*Quan tâm IB và mình tư vấn cụ thể nhé.",No picture,https://www.facebook.com/groups/ued.confessions/posts/2022299638285695/?__cft__[0]=AZXBYSYJVzuZLV1iRnU9LW2GjPrpFN6Y9xiFruQqrGH8dAVRBS38aJ2AG98Qg4NDSi5Msu1YhZzv2Q5gIF2l1H8uwiUltR9Dxee_4xs4W1GRQre4QjBK40IZcNPCOYnGGa1cWDNH31m4ccVYZa1XztlSWtR5U-YxKaWg757o-JbXg5UbpPRjy_8ebs2EzKgZdaA&__tn__=%2CO%2CP-R,Success
361,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,"Anh chị nào có thể giúp em học phần Hệ Thống Thông Tin Đía Lý đuợc không ạ, khó quá em mò mãi không ra ",No picture,https://www.facebook.com/groups/ued.confessions/posts/2022231518292507/?__cft__[0]=AZWWZdlhARGiLyBfxDNVK5tbT3CbV1wxLRkMc2wi5xP1zK3Cq0wOmaQuD04ZQrkEFeCmQ0fhBpPAV-m2fBRR3vgqjqjjeyFhu6-0WS2RM6zLPRNDjmXSnhB41_mDH_3jrCIL2PFgr0mUu42OxjATK5vhXSH4P8ArFVSbgY6R7RM-jXVvq4tkbJQRlO8vpOp9UpKynH5VIWgc_oabdLgLVvqlkdFu_zVe3VZtt6HYi6okTA&__tn__=%2CO%2CP-R,Success
362,No link,Người tham gia ẩn danh,Thành viên,4 tháng 10,em muốn tham gia công tác viên của trường thì phải làm sao ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/2021977624984563/?__cft__[0]=AZU0UdGfNfYGyMsMCPAE_ykpUUj8llAj58EaiRiClx-nTBffsgxdyOA7b9yOmVuqxSPfYi2nQf2J0_H7Rw4VLCtGUHqxrGBDccjqHlY0jE4jvP-E_EHv1NdEw8udoqTM32JoJUR-6QtXdae8r8HRX3WcSItAUgMMzZiUl6rX6Cq5A-MZk7aMVoE8Jat3nnW7yxLBZ_AVwhTZFDGjWzIu1qFgQRJ4a4nsaG7e9YnEbSum2g&__tn__=%2CO%2CP-R,Success
363,No link,Người tham gia ẩn danh,Thành viên,3 tháng 10,"có ai nhặt cái ví màu đen bên trong có giấy tờ xe thoy ạ, cho em xin lại với =((((",No picture,https://www.facebook.com/groups/ued.confessions/posts/2021294625052863/?__cft__[0]=AZXMm415Biwf46B8WkIk_qdKnTkZX5LKVJ2HUjyc_p_3URnlY-t33Y1m_1EhKPWZ4lge_w9CnQ7oAlzQ3i8Glh1j4owhN3wGDQRLNoGwMWsIwlZBIs_h9Y9wK7A9k81UQ5BP6OCExsLxJZN9azsqfuADqCc9YcATOipEDDQ2Y1HCXF1ktQ2MhksJ0-me09yTmdsdLsCgopwvlu27QwXbcrLxKCNLD7aXzk1cv7bHxK4vkQ&__tn__=%2CO%2CP-R,Success
364,No link,Người tham gia ẩn danh,Thành viên,3 tháng 10,Sáng thứ 3 tại phòng 502 tòa B3 e có để quên một cái máy tính bấm tay màu trắng. Anh chị hay bạn nào thấy  cho e xin nhận lại vs ạ. Em cảm ơn.,No picture,https://www.facebook.com/groups/ued.confessions/posts/2021177665064559/?__cft__[0]=AZWBBDsZnXwOSqqNkHX2-Awh_Ci_4MZ8D-cSLSAfDGybDfUyDL9NgC4H3PuEjT0bya98LOBuhq0jclvfZjFRWVVlHzwqDNpwLLEoN0eKt6TkgAKO8liIzF4yCasd7clJ6qW_JuslUSULSMjWgpLd_3s5fCLTaNe7kkcJI4AX-TI1He3wqpPZhatXBilALBiQ9YgrT7BATkLB_7D0fmNGfr32g_sUnB5qsTxBFD3otH8kYA&__tn__=%2CO%2CP-R,Success
365,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,Em tân sinh viên. Anh chị cho em hỏi khi nào trường phát thẻ sinh viên vậy ạ?,No picture,https://www.facebook.com/groups/ued.confessions/posts/2020501458465513/?__cft__[0]=AZV4mz78Pc0kaltufauX40dqtqhugF8AelFgdbmlRLU0LDN2aQrGPnMm8pApybAJOkcBIiZYrh7xn9jfgtVCwiJY2BDzq8rpJx1LBLIkpOwPT1fLEiJ0vucxUl4WtSXUeHykwVArkKjceDHQVWXgHTy4r_Rv_2KK-FRF4SRSwpXf35FO3WDxHu53hl9Iy3f6Sua6HcqpUUnzSkKCeUv9p4N1VQe7AgYMwT0b9U3YHg7ZyA&__tn__=%2CO%2CP-R,Success
366,https://www.facebook.com/groups/1976889476160045/user/100047420647534/?__cft__[0]=AZU51dx_z3_QvM9FkrSEJBKKlQbMiHYZnhYMyQ739f630CB7_SDz_gTnRj6UFYVNTT8ts8sbVIXriNH4Q5sa7Dt1GdggY12I1GgYB5rErMmOu9wKEfizb69H8DGBW7yptOivV4dOH2bYtXuloXXtGsIS_sVXePDYq5LLkXMpTkiAoTxxhTtoznsrDJrnaiBHuGGoQzlSh8a8h37ZRr80W2rg&__tn__=-UC%2CP-R,Nguyễn Phương Ly,Thành viên,2 tháng 10,sắp 20-10 rồi mua tặng bồ đi bâyyy,"{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/461768878_1075603447363667_1579105156352948939_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=109&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=fj2dfXyLqSEQ7kNvgEaIsKH&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=A-Vio7WoC2jvb12XUMWrBa_&oh=00_AYCdEqjz-PeFGJHRDNR9j7pDNWA5mP82lURbXvypYuH60w&oe=673A212C', 1: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/461713675_1075603654030313_3047208635679378335_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=nvwgYgdA4hsQ7kNvgFX8ZHi&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=A-Vio7WoC2jvb12XUMWrBa_&oh=00_AYD_90v7exw8SseGJgSmpiS5lZXGQxO7Pm8KgYVeKh8Fdw&oe=673A1287', 2: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/461794622_1075603797363632_6633795157690574941_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=110&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=SGVF9kQAF6AQ7kNvgEEasDw&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=A-Vio7WoC2jvb12XUMWrBa_&oh=00_AYCNTe8jYDjpQE0QhUcLnSOBgo4gk0g46S8P58UcUlWFxA&oe=673A387D', 3: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/461828545_1075603804030298_2445608176502700149_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=q9bf3vZomCMQ7kNvgG7Y55Z&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=A-Vio7WoC2jvb12XUMWrBa_&oh=00_AYDpAkm4wcg6HUGrR9QxKwj9RKQY0uQS-7-mN1OQElqtIQ&oe=673A1736', 4: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/461957323_1075603747363637_1848351530393776416_n.jpg?stp=cp6_dst-jpg_s600x600&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=pZcf5yqgNGoQ7kNvgEhhcq4&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=A-Vio7WoC2jvb12XUMWrBa_&oh=00_AYBxveIeZkczwJwA1bxuULTScFuNVqRxr8P0mvPb83AWdA&oe=673A4229'}",https://www.facebook.com/groups/ued.confessions/posts/2020482135134112/?__cft__[0]=AZU51dx_z3_QvM9FkrSEJBKKlQbMiHYZnhYMyQ739f630CB7_SDz_gTnRj6UFYVNTT8ts8sbVIXriNH4Q5sa7Dt1GdggY12I1GgYB5rErMmOu9wKEfizb69H8DGBW7yptOivV4dOH2bYtXuloXXtGsIS_sVXePDYq5LLkXMpTkiAoTxxhTtoznsrDJrnaiBHuGGoQzlSh8a8h37ZRr80W2rg&__tn__=%2CO%2CP-R,Success
367,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"Mình vừa nhặt được giấy tờ của bạn tên Duyên sinh năm 2004 khoa toán đại học Sư Phạm, quê Quảng Ngãi trên đường Phạm Như Xương
Ai biết thông tin bạn thì liên hệ mình giúp với nhen",No picture,https://www.facebook.com/groups/ued.confessions/posts/2020311878484471/?__cft__[0]=AZWmI3OVYOgqCGuiKb5PM-xDAMhUDLokJofjovCccCbtKd-yA8of61T3vOuv9CdqCHGRwDF8N_7Sdd3-9uP_8o6XvNHQBjHyQ0XvVJwZVnLxUEbB28YPAaFPVwkf2PdFZgaM_zqu4j_iReZgoKguJZPgJ9flhLb6RH5M9-iPUbPw7grExwmabIeOIMFKdjjjABxCrIfTUnMdGlc9drnvpq-ngzHB0pKuZZEuomy1JC5JFg&__tn__=%2CO%2CP-R,Success
368,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"chuyện là có chị nhắn tin đòi làm quen tui
nhưng mà chị đó cứ rủ tui đi làm chung với chị đó là sao mấy fen",No picture,https://www.facebook.com/groups/ued.confessions/posts/2020221585160167/?__cft__[0]=AZU07Ka1o_v0_JJ501Ta4-bVOS98J1kAfg19cmzIRWDWAgGAvQHIhNqoEafucHgfluU5frPpcQkvF35U4sE65YUO9m8yeQlLMJcVqPIk-PFE5vD8AMG1SBu7i-g18eVJBqtpilN_yzkHDjJqKtR7hTPFTDmZQzMDIKRz_m1DMLHRZo6e40jtdn2XB_jQd_lqRSyj--RQQES71Y07CNgbaLys_O-VoI3k7YI0PAJRH8bf6A&__tn__=%2CO%2CP-R,Success
369,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,hồng hài nhi cần kím người săn,No picture,https://www.facebook.com/groups/ued.confessions/posts/2020221461826846/?__cft__[0]=AZXbIPUDJ8WPZPxichG9x0WHaMm0N3Ia9L_0mHC8q10wp41FKRFxpN-_nNAKYVXMgJZAa03ih9czPyUsoOtKmImKzhGUboqVGgVN4PNRV-lfwh6L_Sj605R4cxaffTu2QgT6iYCzJW7klYUxo65RoLauzqw0ERFUr1TxyH_SJRm5GR6rkZOhgPQytGMSFx-K_ImmYUX-R6aiikWhynrdrAodwsud0zcU330sNXPqTTzlew&__tn__=%2CO%2CP-R,Success
370,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"Ai chỉ cách có ny đi, bạn bè đứa nào cũng có đôi hết rồi Chỉ cần là con người, chỉ cần là con người, chỉ cần là con người. Điều quan trọng nhắc 3 lần ",No picture,https://www.facebook.com/groups/ued.confessions/posts/2020221248493534/?__cft__[0]=AZX0d2_UETnnxoinNN0wqHhaGCWpEUQCaarToSBu3EFadnFVwyltTwuMp5MIdT6S6jqJC0wtiy-YMHwu8YxiWNPunkCl5z-DZ5i_d3j9Mw_RpVZWKFIaUBHbEK59kBpBBq8MxtH2Yfzs3p3H1Ykatt8pOmaRUEd74kzta7m1Yz-TU0DNbYrtBygsr2ChK0-26Phf9-njyd2wUzX6wYoR6LFvcPEDoKPwnuppImTg01pd6g&__tn__=%2CO%2CP-R,Success
371,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"ý là có bài thuyết trình nhóm á mng, mng năng nổ lên được không ạ. tui bị ovtk nói nhiều sợ bị bảo làm màu, mà ko nói thì sợ ko có điểm á ",No picture,https://www.facebook.com/groups/ued.confessions/posts/2020221195160206/?__cft__[0]=AZU0IhjMCm9hnDx5_JmPw9sXOkwSG3g-tongx-cIzZ9C0sinetVABM_FIHZRWRE2t8dF0wigm5s7Affb10N2rUGyHOPOxjwgQMebyKysjmyZTVfq8cNoIYFcYXFOthp4NCX8HX7WQJ8SacNOhUTsQNtraAlM2seG7gdYhRJK3GxbztE-jkoUFmZ2LKUE5tDDE5dViIMgB0l4dniRb38jlbCFgwpavJBlRehsl-rywLLZzA&__tn__=%2CO%2CP-R,Success
372,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,Yêu cùng trường có cảm giác gì hông anh chị,No picture,https://www.facebook.com/groups/ued.confessions/posts/2020221101826882/?__cft__[0]=AZXOEPOXyrGyyenW499_t194edHzoXecaVM1wThtDNMgzFCS6PMPsEReIWK7Hb7Qw96JDeNwhMaybJ3O2IIGp1gOfXmBuobsQ7u9gnxvrV5RJtlKvnwQS2_r45Uzi0llSaHt3YcXw2qX_x3mXvyOhNmRl4KGf2ZwBOd3EYpINp4cswI-BnsJ7gKkbJHtTrGmX2GCd_eSoXBJl9bTHBmYHZNei2Sy9JwVJgz9PCb3H-D3tA&__tn__=%2CO%2CP-R,Success
373,No link,Người tham gia ẩn danh,Thành viên,2 tháng 10,"Bạn cùng phòng oiiiii. Mặt bạn dày thế cơ á 
Biết bn bài nói về BẠN CÙNG PHÒNG KHÔNG CÓ Ý THỨC, MẤT TRẬT TỰ vào buổi trưa tối rồi mà bạn đọc rồi vẫn không thay đổi. T nói đây là lần cuối cùng, nếu m vẫn vậy thì mời m cút giùm vì nhà này là t tự đi thuê ( m chỉ là người đến sau và ở cùng với t). Tài sản mua chung thì t trả lại tiền đã chia đôi. Đã vào được ngôi trường này mà có cái tính nết như vậy thì làm ô uế thanh danh của trường lắm. Đọc thấy bài này thì tự mà sửa cái nết lại đi. Thân ái!",No picture,https://www.facebook.com/groups/ued.confessions/posts/2020211221827870/?__cft__[0]=AZUTOiqn7ckdzvv5M7w_DqOJSeIsmuoB8aycRI0ECPkstWyEfWhLtX77fdr2SvEakeiQ6WdzhQW3Iq7xxbo0mFXPVz5Oo4MEa84qgzelJpE8iTW_GyisS7BOJco4PpAWRKKJoelhrTG87vr-d4wqGrhfVGq3442gma3T2M0STzJmMZfmUAUaPE8QiQTGjAUA5GRS4zs50JI1rncI4Ra_zdTv2ZEtcw7s0V3s8Mq-0SpXjQ&__tn__=%2CO%2CP-R,Success
374,No link,Người tham gia ẩn danh,Thành viên,1 tháng 10,"hông biết có bạn sinh viên sư phạm năm 3, hôm qua đi thi toeic tại IIG trong này không",No picture,https://www.facebook.com/groups/ued.confessions/posts/2019367261912266/?__cft__[0]=AZVXD1ARachIc3DQbFcWRwCz9Xlb3LLEJVfh3v85ITwJTMNvIzG3IWdRirwkHjD_5D8x8ZjZz_3UgGddTc8PNKrW8RWPoMkgXp7RP_77Ew6Lu1jvEwAtwQxubNZ2btuca4k-BnQ-oyaXCEN-rol9XCWGIxIqU_CCsEBbWJOI25Klt2TP7EqvadW_7KUw3UH-p7WERPHPRdWyHZxT7IKbcElivvyKmVZB-FThuuWrx9Rdjw&__tn__=%2CO%2CP-R,Success
375,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,"sao mình thấy khó làm quen với bạn mới quá ta, mình cũng hoạt ngôn tích cực các kiểu, mà nhìn mấy bạn trong lớp k thấy ai cùng tần số cái mình im luôn",No picture,https://www.facebook.com/groups/ued.confessions/posts/2018326682016324/?__cft__[0]=AZVQ-9OLI2cdLV9amhdhTHytd0_3ZAl6jdE2tjmzeiFXNnNAJ1Ayz1P79FokELt9yNBd0bcZft98LMQRakXqfwWZWMjRIbLIWNh7IJRq-e1nHmgFUhT9hvv5OqNF3eN-SMqodTuqE1KjLz_AFY4SBlYcK-NnZawTDphCntE4BsI3dIITGKUqz1pS3ZeNN4ZFnhkHpiHug_6TvuUiGcjDSoY9JROtc5D-MH9x4q0I4WD9-w&__tn__=%2CO%2CP-R,Success
376,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,Mọi người ơi muốn tham gia câu lạc bộ thì làm như nào mọi người,No picture,https://www.facebook.com/groups/ued.confessions/posts/2018326515349674/?__cft__[0]=AZU43e1WGAeqZWZjeaIfU1I06zdk-tOs3eSdneHymIRrouMwLtrxr5wtUC0tH2nCwoNFbZlctGOou1ZFo5mkdOHJicpcb-uVLljNDCYWwp75_XvjLY01ZIozetO9SrUECV5Ip8YCWc5rHf5ukgatoz1PUeU6ngDXPfBi1hYmynGq4wXL53AKWxkx8N24vQIUXpDKCiPS08lsutPjziThKt78I9QJjStk6EEP2zELRxFsrw&__tn__=%2CO%2CP-R,Success
377,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,Em xin tip thuyết trình không run đi ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/2018326435349682/?__cft__[0]=AZX4t1zGl8BOv-I5MIfY0rtJHlT9BSVnRDJ1RkauwF4mouIOvWRoKyv4fJw10Cgt-auDTcr5wW1s_iCunwMs_ARuhDh9KGxSjtev2IKRE9EXatqcLNMonuMhOJnIzTpiJwMkLsG9mL_1gLUPAeDiOpqRPi-1rQTPB5kUk7cyIjM1w-XK_957uIbKz2IUREyvWhtS-BI81OxGifzU9ps-Vuw8TX_W4o8olEkS9s13Ucg9jw&__tn__=%2CO%2CP-R,Success
378,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,Tìm bạn nch chứ đi học chưa quen được ai,No picture,https://www.facebook.com/groups/ued.confessions/posts/2018326372016355/?__cft__[0]=AZVbWZk0m-0JGenp5ujHTPr3N9cN-BRILbiZMB69jKBeW6xPqMmT-UdidM78H21oyLGOFL7HYevvr1VF7l4IxDgXlTiCtRpXLczpPIwHUmZ456_QdLt_sJX95bBhZ9OzBM4W4P4WZ6CTo20pqauofKASR6nZxh_DhxKGOcudxFv3G1LO4JO9jsjeNsgqjMS4qoLlaavh1D6nD3b5YFbqCXybsI6aEq1dso73YIECnWgSIg&__tn__=%2CO%2CP-R,Success
379,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,"Rủ anh đi chơi cả tháng Xong rồi anh ghost, bảo vì em chán",No picture,https://www.facebook.com/groups/ued.confessions/posts/2018326288683030/?__cft__[0]=AZVww--TRq5pxHxUlp09p9W_yZO0429OC4UW6mXyctUdP-bhI4ICjHeofLUOXg5e8ySGXPYrAJ-1ixVxREalwNFM4oeiH04vLrOJpeyM0ruQT3U9h-6i_gVfBdLWnx_wfegPOlBAFyybcPsMa2K_Uw0F5ENtIAFJEowwaAFSQJ9YgXGjjEyMja0vdVYDV-jEngftilnDdNFcocU7IrPeFF4en_xUxpYMnZaRQUoO9pwQwg&__tn__=%2CO%2CP-R,Success
380,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,Nữ sp bắt kèo đá bóng trai bk không,No picture,https://www.facebook.com/groups/ued.confessions/posts/2018207362028256/?__cft__[0]=AZURI2S6WvXHLDiTAKLGV_nMHES6j0HhQ8WHNoZ7YKaTcJwskVChnYsyXp3_nWHk6fY7AsvH4JX5xVdx6X_CiUarEUixr8huJzqNYsDZwMt3M5bM7OpRY99SuDwxb8GdJHGnHqUA_0wZUn3zgVwsL08e7S0wLV6wy4-cEARp_ZVemvdvy2zFi_vNxPvKXKTuH9BACl-20ApW4sPajcTIpLXswXrkWMToJQ2XZ6n-dhWnGg&__tn__=%2CO%2CP-R,Success
381,No link,Người tham gia ẩn danh,Thành viên,30 tháng 9,cho em hỏi khi nào có thẻ sinh viên vậy ạ,No picture,https://www.facebook.com/groups/ued.confessions/posts/2017951178720541/?__cft__[0]=AZVmtDRhJ9Qss6c6iNPUjJm2HfeydM35VN5Jrz5gFTxigzc29KU3ZAq-u8nGGFTuv5z0crCWBHOKt16oMimUq0kNtHNtJywXUIiUIzqFlpbloFZUQnQxBLkgoVCZnLqsnVm32L7ka966emkZqukjMfVQTKGwqqoDemFnvkIusWTgWNMi-sFu2_q9q7YTYuGoBq3norpbd0UMkfbGDr8444OrFwUAqW2PbJiepxXF5MyV6Q&__tn__=%2CO%2CP-R,Success
382,No link,Người tham gia ẩn danh,Thành viên,29 tháng 9,"Mình cần 1 bạn đã học qua mĩ thuật, có hoa tay để vẽ tranh trên mô hình rừng núi đơn giản bằng màu acrylic. Làm 1 tối 5-9h hoặc đến khi làm xong thứ 2,3 hoặc 4 phí 120k. Ưu tiên bạn có cọ cơ bản ạ.",No picture,https://www.facebook.com/groups/ued.confessions/posts/2017562412092751/?__cft__[0]=AZUidbAYCyhxwNCyzRRVBY4s7urnIzg38nfFJoZz4MbIhGwsNnYmAe9ouIBh9v3wYj6PzttxaV-ByfA9UavVqe2D4tEqpBwzpU__i59_CO2x6FsP-ktYPimW_0yc6rQLJUJSX6B35GEFZv9FGeiBTNKSVHLkOLCVKrboTCsLPnu_0h9nUbOZEt88CQeZ5eFJ8mnuuuBNN4hHDs41RiCCf4LxPFW9PudZrZqyIgox8jMVew&__tn__=%2CO%2CP-R,Success
383,No link,Người tham gia ẩn danh,Thành viên,29 tháng 9,Mọi người cho em hỏi lúc chiều có mấy anh sân bóng chuyền trường mình cứ la ronadol hay messi.Vậy anh nào là goat ạ,{0: 'https://scontent.fdad3-6.fna.fbcdn.net/v/t39.30808-6/461606861_1272894580381517_4116605212441616268_n.jpg?stp=dst-jpg_p526x296&_nc_cat=102&ccb=1-7&_nc_sid=aa7b47&_nc_ohc=MYBrPexrunkQ7kNvgE4Xy5N&_nc_zt=23&_nc_ht=scontent.fdad3-6.fna&_nc_gid=ADJbeK5t_qoUhP9xAYhJfM3&oh=00_AYCMNwiqA930WWzxYgJ9SpQCw-wo8gtQpPISXDEbGLmCAQ&oe=673A3444'},https://www.facebook.com/groups/ued.confessions/posts/2017073638808295/?__cft__[0]=AZUOMzNQ4YEyuSLoy7GgeunDdlWFjBdUxi5H7H_J6D28S0CshFCd8Ttg_P6Ft8J1s3qzrRcK2l3_gS13gHEQBzusdsyX41E8IX01psq7Fh7AvDqhx00hbTJG4LDTwDrIBhhMZpFf4N4ge866ZouL5JcJFKiejMqCD21s1IuDgHCHKyw1-2kv5YSfEsBjDDuIukWkpA9522Ov3XkcASdOVfhS5al1H5z_vPjIZmM5J1uTBw&__tn__=%2CO%2CP-R,Success
